mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT1G01010	18.4001152372931	39.8111606711231	12.2704618387103	21.5959399632869	49.4064662256625	17.0128642773233
AT1G01020	22.6058558629601	23.2662627298771	9.81636947096824	20.187509096116	30.1070653562631	13.893839159814
AT1G01030	8.41148125133401	12.4086734559345	7.9758001951617	12.675877804538	27.0191612171592	5.67095475910777
AT1G01040	37.851665631003	22.2322066085493	19.6327389419365	30.9854790777595	19.2994008693994	25.5192964159849
AT1G01050	25.7601613322104	40.328188731787	27.6085391370982	31.4549560334831	34.7389215649189	17.0128642773233
AT1G01060	0	7.75542090995905	0.613523091935515	0	16.2114967302955	2.26838190364311
AT1G01070	8.41148125133401	17.5789540625738	1.84056927580655	4.22529260151265	15.4395206955195	0.283547737955388
AT1G01080	89.3719882954238	98.7523595868118	117.182910559683	59.6235733769008	75.6536514080457	52.1727837837914
AT1G01090	152.983815258637	178.891708989722	172.706750379847	80.2805594287404	89.5492200340133	128.447125293791
AT1G01100	59.4060863375464	64.628507582992	75.4633403080684	36.619202546443	20.8433529389514	102.360733401895
AT1G01110	0	0.517028060663936	0.306761545967758	0	0	0
AT1G01120	119.86360783151	97.718303465484	82.8256174112945	69.0131124913734	64.074010886406	49.3373064042376
AT1G01130	4.73145820387538	5.6873086673033	0.306761545967758	0	1.54395206955195	2.55192964159849
AT1G01140	95.154881655716	62.0433672796724	43.5601395274216	75.5857898715042	56.3542505386463	37.995396886022
AT1G01150	0	1.03405612132787	0	0	0	0
AT1G01160	61.5089566503799	64.628507582992	65.9537323830679	40.375018192232	35.5108975996949	60.1121204465423
AT1G01170	38.9031007874198	29.4705994578444	25.1544467693561	16.9011704060506	16.9834727650715	8.22288440070626
AT1G01180	24.1830085975853	3.61919642464755	7.9758001951617	11.2674469373671	13.8955686259676	16.4457688014125
AT1G01190	0	1.55108418199181	0.613523091935515	0.469476955723628	1.54395206955195	0.567095475910777
AT1G01200	2.62858789104188	0	0.613523091935515	0	0	0
AT1G01210	93.5777289210908	104.956696314779	30.0626315048402	96.2427759233438	64.074010886406	40.5473265276205
AT1G01220	13.6686570334178	25.3343749725329	12.2704618387103	9.85901607019619	11.5796405216396	9.6406230904832
AT1G01225	2.1028703128335	5.17028060663936	1.84056927580655	2.81686173434177	0	0.850643213866165
AT1G01230	37.851665631003	26.3684310938608	17.7921696661299	32.863386900654	13.8955686259676	21.8331758225649
AT1G01240	42.5831238348784	46.0154973990903	13.8042695685491	29.107571254865	18.5274248346234	9.35707535252781
AT1G01250	0.525717578208376	0.517028060663936	1.53380772983879	0.469476955723628	1.54395206955195	0.567095475910777
AT1G01260	7.88576367312563	26.8854591545247	11.350177200807	15.4927395388797	20.8433529389514	15.311577849591
AT1G01290	3.68002304745863	8.27244897062298	7.05551555725842	14.0843086717088	3.85988017387988	5.38740702115238
AT1G01300	39.4288183656282	59.4582269763527	71.1686786645197	41.7834490594029	84.1453877905814	63.514693302007
AT1G01310	0	1.55108418199181	0	0	2.31592810432793	0
AT1G01320	236.047192615561	305.046555791722	435.908156820183	226.757369614512	224.645026119809	273.907114864905
AT1G01340	14.7200921898345	3.61919642464755	12.2704618387103	18.7790782289451	16.2114967302955	25.8028441539403
AT1G01350	15.7715273462513	11.3746173346066	13.1907464766136	19.2485551846688	7.71976034775976	8.78997987661704
AT1G01355	0	0	0	0	1.54395206955195	0
AT1G01360	6.83432851670888	3.61919642464755	3.98790009758085	3.75581564578903	5.40383224343184	3.11902511750927
AT1G01370	0	0	0.613523091935515	0.469476955723628	1.54395206955195	0
AT1G01380	0	3.61919642464755	1.22704618387103	0	5.40383224343184	0.283547737955388
AT1G01390	4.205740625667	7.23839284929511	3.98790009758085	3.2863386900654	3.08790413910391	2.55192964159849
AT1G01420	17.3486800808764	19.1300382445656	21.7800697637108	10.3284930259198	9.26371241731172	13.0431959459479
AT1G01430	60.9832390721716	56.873086673033	46.6277549870991	32.3939099449303	24.7032331128312	23.5344622502972
AT1G01440	17.8743976590848	17.0619260019099	15.9516003903234	15.0232625831561	20.8433529389514	15.311577849591
AT1G01448	7.88576367312563	8.27244897062298	13.8042695685491	5.16424651295991	2.31592810432793	11.0583617802601
AT1G01450	0	0	0.306761545967758	0	0	0
AT1G01453	0	0	0.613523091935515	0	0	0.850643213866165
AT1G01470	346.973601617528	290.569770093132	176.694650477428	249.292263489247	457.009812587378	160.204471944794
AT1G01480	5.25717578208376	29.9876275185083	4.60142318951636	24.4128016976287	74.8816753732697	24.9522009400742
AT1G01490	167.178189870263	125.637818741337	42.3330933435505	113.143946329394	94.1810762426691	53.8740702115238
AT1G01500	27.3373140668355	20.6811224265575	34.0505316024211	27.2296634319704	16.2114967302955	45.6511858108175
AT1G01510	15.2458097680429	12.4086734559345	11.6569387467748	12.2064008488143	9.26371241731172	18.1470552291449
AT1G01520	0	0	0	0	1.54395206955195	0.283547737955388
AT1G01540	29.440184379669	39.8111606711231	24.8476852233884	28.6380942991413	21.6153289737273	25.2357486780296
